DULICA;ULICA;PSC;DPOSTA;POSTA;POZNAMKA;OBCE
Bystrická;Bystrická;841 07;Bratislava 49;Bratislava 49;;Bratislava
Bystrické sady;Bystrické sady;841 06;Bratislava 48;Bratislava 48;;Bratislava
Bzovícka;Bzovícka;851 07;Bratislava 5;Bratislava 5;;Bratislava
Cabanova;Cabanova;841 02;Bratislava 42;Bratislava 42;;Bratislava
Cablkova;Cablkova;821 04;Bratislava 3;Bratislava 3;;Bratislava
Cádrova;Cádrova;831 01;Bratislava 37;Bratislava 37;;Bratislava
Cesta k eleznej studienke;Cesta k eleznej studienke;;;;pozri K eleznej studienke;Bratislava
Cesta mládee;Cesta mládee;831 01;Bratislava 37;Bratislava 37;;Bratislava
Cesta na Èervenı most;Cesta na Èervenı most;811 05;Bratislava 1;Bratislava 1;è. 1, pár. è. 4-16;Bratislava
Cesta na Èervenı most;Cesta na Èervenı most;841 04;Bratislava 4;Bratislava 4;è. 3, 1791/1;Bratislava
Cesta na Kamzík;Cesta na Kamzík;831 01;Bratislava 37;Bratislava 37;;Bratislava
Cesta na Klanec;Cesta na Klanec;841 03;Bratislava 42;Bratislava 42;;Bratislava
Cesta na Lamaè;Cesta na Lamaè;;;;pozri Lamaèská cesta;Bratislava
Cesta na Senec;Cesta na Senec;821 04;Bratislava 3;Bratislava 3;;Bratislava
Cezmínová;Cezmínová;851 10;Bratislava 59;Bratislava 59;;Bratislava
Cíge¾ská;Cíge¾ská;831 06;Bratislava 35;Bratislava 35;;Bratislava
Cígera Hronského;Cígera Hronského;;;;pozri Jozefa Cígera Hronského;Bratislava
Cikkerova;Cikkerova;841 05;Bratislava 4;Bratislava 4;;Bratislava
Cintorínska;Cintorínska;811 08;Bratislava 1;Bratislava 1;;Bratislava
Cintulova;Cintulova;831 02;Bratislava 3;Bratislava 3;;Bratislava
Clementisova;Clementisova;;;;pozri Dr. Vladimíra Clementisa;Bratislava
Colnícka;Colnícka;851 10;Bratislava 59;Bratislava 59;;Bratislava
Cukrová;Cukrová;811 08;Bratislava 1;Bratislava 1;;Bratislava
Curie-Sklodowskej;Curie-Sklodowskej;;;;pozri Marie Curie-Sklodowskej;Bratislava
Cyklámenová;Cyklámenová;821 07;Bratislava 214;Bratislava 214;;Bratislava
Cyprichova;Cyprichova;831 53;Bratislava 35;Bratislava 35;pár. èísla 24-92;Bratislava
Cyprichova;Cyprichova;831 54;Bratislava 35;Bratislava 35;"pár. èísla 2-22; èísla 1, 3";Bratislava
Cyrilova;Cyrilova;821 08;Bratislava 3;Bratislava 3;;Bratislava
Èachtická;Èachtická;831 06;Bratislava 35;Bratislava 35;;Bratislava
Èajakova;Èajakova;811 05;Bratislava 1;Bratislava 1;"nepár. è. 1-29; pár. è. 6-24";Bratislava
Èajakova;Èajakova;831 01;Bratislava 37;Bratislava 37;"nepár. è. 35-45; pár. è. 26-36";Bratislava
Èajkovského;Èajkovského;811 04;Bratislava 1;Bratislava 1;;Bratislava
Èakanková;Èakanková;821 07;Bratislava 214;Bratislava 214;;Bratislava
Èaklovská;Èaklovská;821 02;Bratislava 3;Bratislava 3;;Bratislava
Èalovská;Èalovská;821 05;Bratislava 3;Bratislava 3;;Bratislava
Èapajevova;Èapajevova;851 01;Bratislava 5;Bratislava 5;;Bratislava
Èapkova;Èapkova;811 04;Bratislava 1;Bratislava 1;;Bratislava
Èárskeho;Èárskeho;841 04;Bratislava 4;Bratislava 4;;Bratislava
Èavojského;Èavojského;841 04;Bratislava 4;Bratislava 4;;Bratislava
Èeèinová;Èeèinová;821 05;Bratislava 3;Bratislava 3;;Bratislava
Èelakovského;Èelakovského;811 03;Bratislava 1;Bratislava 1;;Bratislava
Èerencová;Èerencová;841 06;Bratislava 48;Bratislava 48;;Bratislava
Èerešòová;Èerešòová;811 04;Bratislava 1;Bratislava 1;;Bratislava
Èerešòovı sad;Èerešòovı sad;841 06;Bratislava 48;Bratislava 48;;Bratislava
Èernicová;Èernicová;831 01;Bratislava 37;Bratislava 37;;Bratislava
Èernockého;Èernockého;831 51;Bratislava 35;Bratislava 35;nepár.è. 13-17;Bratislava
Èernockého;Èernockého;831 53;Bratislava 35;Bratislava 35;"nepár. è. 1-11; pár. è. 2-6";Bratislava
Èernyševského;Èernyševského;851 01;Bratislava 5;Bratislava 5;;Bratislava
Èervená;Èervená;831 06;Bratislava 35;Bratislava 35;;Bratislava
Èerveòákova;Èerveòákova;841 01;Bratislava 42;Bratislava 42;;Bratislava
Èerveòova;Èerveòova;811 03;Bratislava 1;Bratislava 1;;Bratislava
Èervenı most;Èervenı most;;;;pozri Cesta na Èervenı most;Bratislava
Èeská;Èeská;831 03;Bratislava 3;Bratislava 3;;Bratislava
Èeskoslovenskıch parašutistov;Èeskoslov.parašutistov;831 03;Bratislava 3;Bratislava 3;;Bratislava
Èiernohorská;Èiernohorská;841 01;Bratislava 42;Bratislava 42;;Bratislava
Èiernovodská;Èiernovodská;821 07;Bratislava 214;Bratislava 214;;Bratislava
Èierny chodník;Èierny chodník;831 07;Bratislava 36;Bratislava 36;;Bratislava
ÈIERNY LES;ÈIERNY LES;821 07;Bratislava 214;Bratislava 214;èas Bratislava-Ruinov;Bratislava
Èiliská;Èiliská;821 07;Bratislava 214;Bratislava 214;;Bratislava
Èipkárska;Èipkárska;821 09;Bratislava 3;Bratislava 3;;Bratislava
Èmelíkova;Èmelíkova;821 03;Bratislava 3;Bratislava 3;;Bratislava
Ème¾ovec;Ème¾ovec;811 02;Bratislava 1;Bratislava 1;;Bratislava
Èremchová;Èremchová;831 01;Bratislava 37;Bratislava 37;;Bratislava
Èsl. tankistov;Èeskoslovenskıch tankistov;841 06;Bratislava 48;Bratislava 48;;Bratislava
Èuèoriedková;Èuèoriedková;821 07;Bratislava 214;Bratislava 214;;Bratislava
Èulenova;Èulenova;811 09;Bratislava 1;Bratislava 1;;Bratislava
Daliborovo námestie;Daliborovo námestie;851 01;Bratislava 5;Bratislava 5;;Bratislava
Damborského;Damborského;841 01;Bratislava 42;Bratislava 42;;Bratislava
Dankovského;Dankovského;811 03;Bratislava 1;Bratislava 1;;Bratislava
Dargovská;Dargovská;851 01;Bratislava 5;Bratislava 5;;Bratislava
Ïatelinová;Ïatelinová;821 01;Bratislava 3;Bratislava 3;;Bratislava
Daxnerovo námestie;Daxnerovo námestie;821 08;Bratislava 3;Bratislava 3;;Bratislava
Delená;Delená;841 07;Bratislava 49;Bratislava 49;;Bratislava
Delená cesta;Delená cesta;841 10;Bratislava 49;Bratislava 49;;Bratislava
Demänovská;Demänovská;831 06;Bratislava 35;Bratislava 35;;Bratislava
Dérerova;Dérerova;;;;pozri Ladislava Dérera;Bratislava
Desiata;Desiata;831 01;Bratislava 37;Bratislava 37;;Bratislava
Detvianska;Detvianska;831 06;Bratislava 35;Bratislava 35;;Bratislava
Devätinová;Devätinová;821 06;Bratislava 214;Bratislava 214;;Bratislava
Deviata;Deviata;831 01;Bratislava 37;Bratislava 37;;Bratislava
Devín;Devín;841 10;Bratislava 49;Bratislava 49;è. 2279;Bratislava
Devínska cesta;Devínska cesta;841 04;Bratislava 4;Bratislava 4;"nepár. è. 1, 7-25; pár. è. 4-38, 68, 90-120";Bratislava
Devínska cesta;Devínska cesta;841 10;Bratislava 49;Bratislava 49;è. 1, 2, 3, 122;Bratislava
Devínska Nová Ves;Devínska Nová Ves;841 07;Bratislava 49;Bratislava 49;è. 1452;Bratislava
Devínska Nová Ves;Devínska Nová Ves;841 07;Bratislava 49;Bratislava 49;è. 1425,7061;Bratislava
Devínske jazero;Devínske jazero;841 07;Bratislava 49;Bratislava 49;;Bratislava
Diamantová;Diamantová;851 10;Bratislava 59;Bratislava 59;;Bratislava
Dlhá;Dlhá;851 10;Bratislava 59;Bratislava 59;;Bratislava
Dlhé diely I.;Dlhé diely I.;841 04;Bratislava 4;Bratislava 4;;Bratislava
Dlhé diely II.;Dlhé diely II.;841 04;Bratislava 4;Bratislava 4;;Bratislava
Dlhé diely III.;Dlhé diely III.;841 04;Bratislava 4;Bratislava 4;;Bratislava
Dneperská;Dneperská;821 06;Bratislava 214;Bratislava 214;;Bratislava
Dobrovièova;Dobrovièova;811 02;Bratislava 1;Bratislava 1;"nepár. è. 1-9; èísla 2, 4,16";Bratislava
Dobrovièova;Dobrovièova;811 09;Bratislava 1;Bratislava 1;"nepár. è. 11-17; pár. è. 6-14";Bratislava
Dobrovského;Dobrovského;811 08;Bratislava 1;Bratislava 1;;Bratislava
Dobšinského;Dobšinského;811 05;Bratislava 1;Bratislava 1;;Bratislava
Dohnalova;Dohnalova;811 04;Bratislava 1;Bratislava 1;;Bratislava
Dohnányho;Dohnányho;821 08;Bratislava 3;Bratislava 3;;Bratislava
Dolealova;Dolealova;821 04;Bratislava 3;Bratislava 3;;Bratislava
Dolichénska;Dolichénska;851 10;Bratislava 59;Bratislava 59;;Bratislava
Dolinského;Dolinského;;;;pozri Jána Valašana Dolinského;Bratislava
Dolná;Dolná;811 04;Bratislava 1;Bratislava 1;;Bratislava
Dolné Koruny;Dolné Koruny;841 10;Bratislava 49;Bratislava 49;;Bratislava
Dolnokorunská;Dolnokorunská;841 10;Bratislava 49;Bratislava 49;;Bratislava
Dolnozemská cesta;Dolnozemská cesta;851 04;Bratislava 5;Bratislava 5;;Bratislava
Domašská;Domašská;821 07;Bratislava 214;Bratislava 214;;Bratislava
Domiciánova;Domiciánova;851 10;Bratislava 59;Bratislav a59;;Bratislava
Domkárska;Domkárska;821 05;Bratislava 3;Bratislava 3;;Bratislava
Domové role;Domové role;821 05;Bratislava 3;Bratislava 3;;Bratislava
Donnerova;Donnerova;841 04;Bratislava 4;Bratislava 4;;Bratislava
Donovalova;Donovalova;811 06;Bratislava 1;Bratislava 1;;Bratislava
Donská;Donská;841 06;Bratislava 48;Bratislava 48;;Bratislava
Dopravná;Dopravná;831 06;Bratislava 35;Bratislava 35;;Bratislava
Dorastenecká;Dorastenecká;831 07;Bratislava 36;Bratislava 36;;Bratislava
Dostojevského rad;Dostojevského rad;811 09;Bratislava 1;Bratislava 1;;Bratislava
Dr. Vladimíra Clementisa;Dr. Vladimíra Clementisa;821 02;Bratislava 3;Bratislava 3;;Bratislava
Draická;Draická;841 01;Bratislava 42;Bratislava 42;;Bratislava
Drevená;Drevená;811 06;Bratislava 1;Bratislava 1;;Bratislava
Drieòová;Drieòová;821 01;Bratislava 3;Bratislava 3;"nepár. è.1-5, 9, 27-35; èísla 14, 1/A - 1/N";Bratislava
Drieòová;Drieòová;821 02;Bratislava 3;Bratislava 3;"pár. è. 34-38; èíslo 37";Bratislava
Drieòová;Drieòová;821 03;Bratislava 3;Bratislava 3;"nepár.è. 7, 11-25,11/A; pár. è.16-24;";Bratislava
Drobného;Drobného;841 01;Bratislava 42;Bratislava 42;;Bratislava
Drotárska cesta;Drotárska cesta;811 02;Bratislava 1;Bratislava 1;pár.è. 2-40, 46, 48, 80, 90-106, 6/A;Bratislava
Drotárska cesta;Drotárska cesta;811 02;Bratislava 1;Bratislava 1;"nepár.è.7-45, 53-59,109, 111, 19/A,B, 21/A;";Bratislava
Drotárska cesta;Drotárska cesta;811 04;Bratislava 1;Bratislava 1;nepár. è.1-5;Bratislava
Drozdová;Drozdová;831 06;Bratislava 35;Bratislava 35;;Bratislava
Druhá;Druhá;831 01;Bratislava 37;Bratislava 37;;Bratislava
Druidská;Druidská;851 10;Bratislava 59;Bratislava 59;;Bratislava
Druicová;Druicová;821 02;Bratislava 3;Bratislava 3;;Bratislava
Druobná;Druobná;821 06;Bratislava 214;Bratislava 214;;Bratislava
Drustevná;Drustevná;831 04;Bratislava 3;Bratislava 3;;Bratislava
Dubáková;Dubáková;841 04;Bratislava 4;Bratislava 4;;Bratislava
Dubèekova;Dubèekova;;;;pozri Námestie Alexandra Dubèeka;Bratislava
Dubnická;Dubnická;851 02;Bratislava 5;Bratislava 5;;Bratislava
Dubová;Dubová;811 04;Bratislava 1;Bratislava 1;;Bratislava
Dúbravèická;Dúbravèická;841 02;Bratislava 42;Bratislava 42;;Bratislava
Dúbravka;Dúbravka;841 01;Bratislava 42;Bratislava 42;è. 5722;Bratislava
Dúbravská cesta;Dúbravská cesta;841 04;Bratislava 4;Bratislava 4;;Bratislava
Dudova;Dudova;851 02;Bratislava 5;Bratislava 5;;Bratislava
Dudváska;Dudváska;821 07;Bratislava 214;Bratislava 214;;Bratislava
Dulovo námestie;Dulovo námestie;821 08;Bratislava 3;Bratislava 3;"è. 3, 5; pár. è. 2, 4, 2/A,4/A,B";Bratislava
Dulovo námestie;Dulovo námestie;821 09;Bratislava 3;Bratislava 3;"nepár.è. 1, 7-13, 5/A; pár.è. 6-14";Bratislava
Ïumbierska;Ïumbierska;831 01;Bratislava 37;Bratislava 37;;Bratislava
Dunajská;Dunajská;811 08;Bratislava 1;Bratislava 1;;Bratislava
Ïurgalova;Ïurgalova;831 01;Bratislava 37;Bratislava 37;;Bratislava
Dvanásta;Dvanásta;831 01;Bratislava 37;Bratislava 37;;Bratislava
Dvojkrína;Dvojkrína;821 06;Bratislava 214;Bratislava 214;è. 13,15,20,24,28,33,38,45,47,49,52,55,59,61;Bratislava
Dvojkrína;Dvojkrína;821 07;Bratislava 214;Bratislava 214;è. 1,2,3,4,5,6,9;Bratislava
Dvoøákovo nábreie;Dvoøákovo nábreie;811 02;Bratislava 1;Bratislava 1;;Bratislava
Edisonova;Edisonova;821 04;Bratislava 3;Bratislava 3;;Bratislava
Egrešová;Egrešová;821 07;Bratislava 214;Bratislava 214;;Bratislava
Einsteinova;Einsteinova;851 01;Bratislava 5;Bratislava 5;;Bratislava
Eisnerova;Eisnerova;841 07;Bratislava 49;Bratislava 49;;Bratislava
Elektrárenská;Elektrárenská;831 04;Bratislava 3;Bratislava 3;;Bratislava
Estónska;Estónska;821 06;Bratislava 214;Bratislava 214;"nepár.è.1-7, 1/A, 3/A; pár.è. 2-60";Bratislava
Estónska;Estónska;821 07;Bratislava 214;Bratislava 214;nepár.è. 11-27, 43-51,13/A;Bratislava
Eugena Suchoòa;Eugena Suchoòa;811 02;Bratislava 1;Bratislava 1;;Bratislava
Exnárova;Exnárova;821 03;Bratislava 3;Bratislava 3;;Bratislava
F. Kostku;F. Kostku;;;;pozri Ferdiša Kostku;Bratislava
Fadruszova;Fadruszova;841 04;Bratislava 4;Bratislava 4;;Bratislava
Fajnorovo nábreie;Fajnorovo nábreie;811 02;Bratislava 1;Bratislava 1;;Bratislava
Fándlyho;Fándlyho;811 03;Bratislava 1;Bratislava 1;;Bratislava
Farebná;Farebná;821 05;Bratislava 3;Bratislava 3;;Bratislava
Farská;Farská;811 01;Bratislava 1;Bratislava 1;;Bratislava
Farského;Farského;851 01;Bratislava 5;Bratislava 5;;Bratislava
Fazu¾ová;Fazu¾ová;811 07;Bratislava 1;Bratislava 1;;Bratislava
Fedákova;Fedákova;841 02;Bratislava 42;Bratislava 42;;Bratislava
Fedinova;Fedinova;851 01;Bratislava 5;Bratislava 5;;Bratislava
Ferdiša Kostku;Ferdiša Kostku;841 05;Bratislava 4;Bratislava 4;è. 1;Bratislava
Ferienèíkova;Ferienèíkova;811 08;Bratislava 1;Bratislava 1;;Bratislava
Fialkové údolie;Fialkové údolie;811 01;Bratislava 1;Bratislava 1;;Bratislava
Fialová;Fialová;851 07;Bratislava 5;Bratislava 5;;Bratislava
Fibichova;Fibichova;821 05;Bratislava 3;Bratislava 3;;Bratislava
Figová;Figová;851 10;Bratislava 59;Bratislava 59;;Bratislava
Fikusová;Fikusová;851 10;Bratislava 59;Bratislava 59;;Bratislava
Filiálne nádraie;Filiálne nádraie;831 04;Bratislava 3;Bratislava 3;;Bratislava
Firmova;Firmova;851 10;Bratislava 59;Bratislava 59;;Bratislava
Fláviovska;Fláviovska;851 10;Bratislava 59;Bratislava 59;;Bratislava
Flöglova;Flöglova;811 05;Bratislava 1;Bratislava 1;;Bratislava
Floriánske námestie;Floriánske námestie;811 07;Bratislava 1;Bratislava 1;;Bratislava
Fongová;Fongová;831 06;Bratislava 35;Bratislava 35;;Bratislava
Fraòa Krá¾a;Fraòa Krá¾a;811 05;Bratislava 1;Bratislava 1;;Bratislava
Francisciho;Francisciho;811 08;Bratislava 1;Bratislava 1;;Bratislava
Francúzskych partizánov;Francúzskych partizánov;811 04;Bratislava 1;Bratislava 1;;Bratislava
Frankovská;Frankovská;831 01;Bratislava 37;Bratislava 37;;Bratislava
Františka Schmuckera;Františka Schmuckera;851 10;Bratislava 59;Bratislava 59;;Bratislava
Františkánska;Františkánska;811 01;Bratislava 1;Bratislava 1;;Bratislava
Františkánske námestie;Františkánske námestie;811 01;Bratislava 1;Bratislava 1;;Bratislava
Fullova;Fullova;;;;pozri ¼udovíta Fullu;Bratislava
Furdekova;Furdekova;851 03;Bratislava 5;Bratislava 5;pár.è. 2-14;Bratislava
Furdekova;Furdekova;851 04;Bratislava 5;Bratislava 5;nepárne è. 1-25, èísla 16, 50;Bratislava
Furmanská;Furmanská;841 03;Bratislava 42;Bratislava 42;;Bratislava
Furmintská;Furmintská;831 52;Bratislava 35;Bratislava 35;;Bratislava
Gabèíkova;Gabèíkova;841 05;Bratislava 4;Bratislava 4;;Bratislava
Gagarinova;Gagarinova;821 01;Bratislava 3;Bratislava 3;nepárne è. 1-7;Bratislava
Gagarinova;Gagarinova;821 03;Bratislava 3;Bratislava 3;nepárne è. 7/B, 9-21;Bratislava
Gagarinova;Gagarinova;821 05;Bratislava 3;Bratislava 3;pár.è. 2-14;Bratislava
Gajarská;Gajarská;841 06;Bratislava 48;Bratislava 48;;Bratislava
Gajc;Gajc;821 06;Bratislava 214;Bratislava 214;;Bratislava
Gajova;Gajova;811 09;Bratislava 1;Bratislava 1;;Bratislava
Galaktická;Galaktická;821 02;Bratislava 3;Bratislava 3;;Bratislava
Galandova;Galandova;811 06;Bratislava 1;Bratislava 1;;Bratislava
Galbavého;Galbavého;841 01;Bratislava 42;Bratislava 42;;Bratislava
Gallayova;Gallayova;841 02;Bratislava 42;Bratislava 42;;Bratislava
Gallova;Gallova;821 04;Bratislava 3;Bratislava 3;;Bratislava
Galská;Galská;841 10;Bratislava 49;Bratislava 49;;Bratislava
Galvaniho;Galvaniho;821 04;Bratislava 3;Bratislava 3;;Bratislava
Gašparíkova;Gašparíkova;821 04;Bratislava 3;Bratislava 3;;Bratislava
Gaštanová;Gaštanová;811 04;Bratislava 1;Bratislava 1;;Bratislava
Gavlovièova;Gavlovièova;831 03;Bratislava 3;Bratislava 3;;Bratislava
Gbelská;Gbelská;841 06;Bratislava 48;Bratislava 48;;Bratislava
Gelnická;Gelnická;831 06;Bratislava 35;Bratislava 35;;Bratislava
Gemerská;Gemerská;821 08;Bratislava 3;Bratislava 3;;Bratislava
Geologická;Geologická;821 06;Bratislava 214;Bratislava 214;;Bratislava
Georgínová;Georgínová;821 07;Bratislava 214;Bratislava 214;;Bratislava
Gercenova;Gercenova;851 01;Bratislava 5;Bratislava 5;;Bratislava
Gerulatská;Gerulatská;851 10;Bratislava 59;Bratislava 59;;Bratislava
Gessayova;Gessayova;851 03;Bratislava 5;Bratislava 5;;Bratislava
Gettingova;Gettingova;851 04;Bratislava 5;Bratislava 5;;Bratislava
Glavica;Glavica;840 09;Bratislava 49;Bratislava 49;;Bratislava
Godrova;Godrova;811 06;Bratislava 1;Bratislava 1;;Bratislava
Gogo¾ova;Gogo¾ova;851 01;Bratislava 5;Bratislava 5;;Bratislava
Goláòova;Goláòova;821 03;Bratislava 3;Bratislava 3;;Bratislava
Gondova;Gondova;811 02;Bratislava 1;Bratislava 1;;Bratislava
Goralská;Goralská;851 01;Bratislava 5;Bratislava 5;;Bratislava
Gorazdova;Gorazdova;811 04;Bratislava 1;Bratislava 1;;Bratislava
Gorkého;Gorkého;811 01;Bratislava 1;Bratislava 1;;Bratislava
Grancova;Grancova;;;;pozri Martina Granca;Bratislava
Gregorovej;Gregorovej;821 03;Bratislava 3;Bratislava 3;;Bratislava
Gronárska;Gronárska;841 10;Bratislava 49;Bratislava 49;;Bratislava
Grösslingova;Grösslingova;811 09;Bratislava 1;Bratislava 1;;Bratislava
Gruzínska;Gruzínska;821 05;Bratislava 3;Bratislava 3;;Bratislava
Gundulièova;Gundulièova;811 05;Bratislava 1;Bratislava 1;;Bratislava
Guothova;Guothova;831 01;Bratislava 37;Bratislava 37;;Bratislava
Gusevova;Gusevova;821 09;Bratislava 3;Bratislava 3;;Bratislava
Gwerkovej;Gwerkovej;;;;pozri Albety Gwerkovej;Bratislava
Haanova;Haanova;851 04;Bratislava 5;Bratislava 5;;Bratislava
Habánska;Habánska;841 10;Bratislava 49;Bratislava 49;;Bratislava
Haburská;Haburská;821 01;Bratislava 3;Bratislava 3;;Bratislava
Hadia cesta;Hadia cesta;841 10;Bratislava 49;Bratislava 49;;Bratislava
Hadriánová;Hadriánová;851 10;Bratislava 59;Bratislava 59;;Bratislava
Hagarova;Hagarova;831 51;Bratislava 35;Bratislava 35;"nepárne è. 9-21; pár.è. 2-6";Bratislava
Hagarova;Hagarova;831 52;Bratislava 35;Bratislava 35;nepárne è. 1-5;Bratislava
Hájová;Hájová;851 10;Bratislava 59;Bratislava 59;;Bratislava
Hájovòa;Hájovòa;841 10;Bratislava 49;Bratislava 49;;Bratislava
Halašova;Halašova;831 03;Bratislava 3;Bratislava 3;;Bratislava
Hálkova;Hálkova;831 03;Bratislava 3;Bratislava 3;;Bratislava
Hálova;Hálova;851 01;Bratislava 5;Bratislava 5;;Bratislava
Hamuliakova;Hamuliakova;821 09;Bratislava 3;Bratislava 3;;Bratislava
Hanácka;Hanácka;821 04;Bratislava 3;Bratislava 3;;Bratislava
Handlovská;Handlovská;851 01;Bratislava 5;Bratislava 5;;Bratislava
Hanulova;Hanulova;841 01;Bratislava 42;Bratislava 42;"nepár.è 1-11, 5/A,B, 7/A; pár.è. 2-8";Bratislava
Hanulova;Hanulova;841 02;Bratislava 42;Bratislava 42;nepár.è. 13-35, 5/C,D, 44;Bratislava
Hany Melièkovej;Hany Melièkovej;841 05;Bratislava 4;Bratislava 4;;Bratislava
Hargašova;Hargašova;841 06;Bratislava 48;Bratislava 48;;Bratislava
Harmanecká;Harmanecká;851 01;Bratislava 5;Bratislava 5;;Bratislava
Harmincova;Harmincova;841 01;Bratislava 42;Bratislava 42;;Bratislava
Hasièská;Hasièská;821 04;Bratislava 3;Bratislava 3;;Bratislava
Hattalova;Hattalova;831 03;Bratislava 3;Bratislava 3;;Bratislava
Havelkova;Havelkova;841 03;Bratislava 42;Bratislava 42;;Bratislava
Havlíèkova;Havlíèkova;811 04;Bratislava 1;Bratislava 1;;Bratislava
Havrania;Havrania;811 04;Bratislava 1;Bratislava 1;;Bratislava
Haydnova;Haydnova;811 02;Bratislava 1;Bratislava 1;;Bratislava
Heèkova;Heèkova;831 51;Bratislava 35;Bratislava 35;;Bratislava
Hella;Hella;;;;pozri Maximiliána Hella;Bratislava
Herlianska;Herlianska;821 02;Bratislava 3;Bratislava 3;"pár.è. 2-16; èísla 1,3";Bratislava
Herlianska;Herlianska;821 03;Bratislava 3;Bratislava 3;"pár. è. 18-36; èísla 5,9,13,15,31-49";Bratislava
Heydukova;Heydukova;811 08;Bratislava 1;Bratislava 1;;Bratislava
Heyrovského;Heyrovského;841 03;Bratislava 42;Bratislava 42;;Bratislava
Hlaváèikova;Hlaváèikova;841 05;Bratislava 4;Bratislava 4;;Bratislava
Hlavatého;Hlavatého;811 03;Bratislava 1;Bratislava 1;;Bratislava
Hlavná;Hlavná;831 01;Bratislava 37;Bratislava 37;;Bratislava
Hlavné námestie;Hlavné námestie;811 01;Bratislava 1;Bratislava 1;;Bratislava
Hlbinná;Hlbinná;821 06;Bratislava 214;Bratislava 214;;Bratislava
Hlboká cesta;Hlboká cesta;811 04;Bratislava 1;Bratislava 1;"pár.è.2-22; èísla 1,3,9";Bratislava
Hlboká cesta;Hlboká cesta;811 05;Bratislava 1;Bratislava 1;è. 5,7,5A, 7A;Bratislava
Hlinícka;Hlinícka;831 52;Bratislava 35;Bratislava 35;1,2,4,6,8,10,12,14,2A,2B;Bratislava
Hlinícka;Hlinícka;831 54;Bratislava 35;Bratislava 35;è. 3;Bratislava
Hlivová;Hlivová;841 04;Bratislava 4;Bratislava 4;;Bratislava
Hlohová;Hlohová;821 07;Bratislava 214;Bratislava 214;;Bratislava
Hluèínska;Hluèínska;831 03;Bratislava 3;Bratislava 3;;Bratislava
Hnilecká;Hnilecká;821 07;Bratislava 214;Bratislava 214;;Bratislava
Hodálova;Hodálova;841 04;Bratislava 4;Bratislava 4;;Bratislava
Hodonínska;Hodonínska;840 02;Bratislava 42;Bratislava 42;è. 44;Bratislava
Hodonínska;Hodonínska;841 03;Bratislava 42;Bratislava 42;"nepár.è.1-5, 1/A,11; pár.è.2,6,14,16, 30-42,";Bratislava
Hodonínska;Hodonínska;841 03;Bratislava 42;Bratislava 42;è. 36/A,B, 25;Bratislava
Hodovo námestie;Hodovo námestie;811 06;Bratislava 1;Bratislava 1;è. 1/A;Bratislava
Holekova;Holekova;811 04;Bratislava 1;Bratislava 1;;Bratislava
Holíèska;Holíèska;851 05;Bratislava 5;Bratislava 5;;Bratislava
Hollého;Hollého;811 08;Bratislava 1;Bratislava 1;;Bratislava
Holubyho;Holubyho;811 03;Bratislava 1;Bratislava 1;;Bratislava
Holı vrch;Holı vrch;;;;pozri Na Holom vrchu;Bratislava
Homolova;Homolova;841 02;Bratislava 42;Bratislava 42;;Bratislava
Hontianska;Hontianska;821 09;Bratislava 3;Bratislava 3;;Bratislava
Horárska;Horárska;821 09;Bratislava 3;Bratislava 3;;Bratislava
Horcová;Horcová;821 07;Bratislava 214;Bratislava 214;;Bratislava
Horèièná;Horèièná;821 07;Bratislava 214;Bratislava 214;;Bratislava
Horná;Horná;831 52;Bratislava 35;Bratislava 35;;Bratislava
